gname,weaptype1,weapsubtype1,count
Military Council of the Tribal Revolutionaries (MCTR),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",7
Military Council of the Tribal Revolutionaries (MCTR),Explosives/Bombs/Dynamite,Vehicle,2
Military Council of the Tribal Revolutionaries (MCTR),Explosives/Bombs/Dynamite,Unknown Explosive Type,8
Military Council of the Tribal Revolutionaries (MCTR),Firearms,Automatic Weapon,1
Jaish al-Mukhtar,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Hadramawt Tribes Alliance,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Hadramawt Tribes Alliance,Firearms,Unknown Gun Type,1
left wing activists,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
left wing activists,Firearms,Unknown Gun Type,1
left wing activists,Incendiary,Arson/Fire,1
Jamaat-E-Islami (India/Pakistan),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite,Other Explosive Type,1
Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite,Grenade,5
Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite,Unknown Explosive Type,3
Kangleipak Communist Party (KCP),Firearms,Unknown Gun Type,1
Karen National Union,Explosives/Bombs/Dynamite,Other Explosive Type,3
Karen National Union,Explosives/Bombs/Dynamite,Unknown Explosive Type,5
Karen National Union,Explosives/Bombs/Dynamite,Dynamite/TNT,1
Provisional RSPCA,Incendiary,Gasoline or Alcohol,1
Moro Islamic Liberation Front (MILF),Explosives/Bombs/Dynamite,Other Explosive Type,1
Moro Islamic Liberation Front (MILF),Explosives/Bombs/Dynamite,Vehicle,1
Moro Islamic Liberation Front (MILF),Explosives/Bombs/Dynamite,Grenade,1
Moro Islamic Liberation Front (MILF),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Moro Islamic Liberation Front (MILF),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2
Moro Islamic Liberation Front (MILF),Firearms,Unknown Gun Type,13
Moro Islamic Liberation Front (MILF),Incendiary,Arson/Fire,1
Kirat Janabadi Workers Party,Incendiary,Arson/Fire,1
People's Fighter Group (Band of Popular Fighters),Firearms,Automatic Weapon,1
Eastern Turkistan Islamic Movement (ETIM),Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),1
Eastern Turkistan Islamic Movement (ETIM),Melee,Knife or Other Sharp Object,2
Eastern Turkistan Islamic Movement (ETIM),Incendiary,Gasoline or Alcohol,1
Zetas,Explosives/Bombs/Dynamite,Vehicle,1
Zetas,Firearms,Unknown Gun Type,1
Urban Guerrilla War,Explosives/Bombs/Dynamite,Other Explosive Type,1
Raskamboni Movement,Firearms,Unknown Gun Type,1
Rafallah al-Sahati Brigade,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Rafallah al-Sahati Brigade,Firearms,Unknown Gun Type,1
Janatantrik Terai Mukti Morcha (JTMM),Explosives/Bombs/Dynamite,Other Explosive Type,5
Janatantrik Terai Mukti Morcha (JTMM),Explosives/Bombs/Dynamite,Time Fuse,2
Janatantrik Terai Mukti Morcha (JTMM),Explosives/Bombs/Dynamite,Unknown Explosive Type,2
Gaddafi loyalists,Explosives/Bombs/Dynamite,Vehicle,2
Gaddafi loyalists,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Gaddafi loyalists,Firearms,Unknown Gun Type,1
Bru National Liberation Front (BNLF),Firearms,Unknown Gun Type,1
Adivasi People's Army (APA),Explosives/Bombs/Dynamite,Remote Trigger,1
Adivasi People's Army (APA),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Adivasi People's Army (APA),Firearms,Unknown Gun Type,1
Revolutionary Perspective,Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Baloch Republican Guards (BRG),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Baloch Republican Guards (BRG),Explosives/Bombs/Dynamite,Vehicle,1
Baloch Republican Guards (BRG),Explosives/Bombs/Dynamite,Remote Trigger,2
Baloch Republican Guards (BRG),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Jaish Usama,Explosives/Bombs/Dynamite,Remote Trigger,1
Jaish Usama,Firearms,Unknown Gun Type,1
Hill Tiger Force (HTF),Explosives/Bombs/Dynamite,Other Explosive Type,1
Hill Tiger Force (HTF),Explosives/Bombs/Dynamite,Unknown Explosive Type,1
Hill Tiger Force (HTF),Firearms,Unknown Gun Type,1
Hill Tiger Force (HTF),Incendiary,Arson/Fire,1
Allied Democratic Forces (ADF),Explosives/Bombs/Dynamite,Other Explosive Type,1
Allied Democratic Forces (ADF),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1
Allied Democratic Forces (ADF),Melee,Knife or Other Sharp Object,12
Allied Democratic Forces (ADF),Firearms,Unknown Gun Type,16
Mukhtar Army,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3
Angry Foxes Cell,Incendiary,Arson/Fire,1
Achik National Cooperative Army (ANCA),Explosives/Bombs/Dynamite,Remote Trigger,1
Achik National Cooperative Army (ANCA),Firearms,Unknown Gun Type,1
Mozambique National Resistance Movement (MNR),Firearms,Automatic Weapon,4
Mozambique National Resistance Movement (MNR),Firearms,Unknown Gun Type,30
Mozambique National Resistance Movement (MNR),Incendiary,Arson/Fire,1
Jaish-e-Mohammad (JeM),Explosives/Bombs/Dynamite,Grenade,1
