rf,extra,xgboost,neuralNetwork,labels
1,1,1,53,1
1,1,1,5,1
1,1,1,5,1
1,1,1,5,1
1,1,1,5,1
1,1,1,53,1
1,1,1,5,1
1,1,1,17,1
1,1,1,57,1
1,1,1,17,1
1,1,1,1,1
1,1,1,12,1
53,53,53,53,53
4,4,4,51,4
4,4,4,5,4
53,53,53,34,53
6,5,6,53,3
5,5,5,5,5
53,53,53,6,53
53,53,53,2,53
53,53,53,5,53
53,53,53,5,53
53,53,53,7,53
4,4,4,5,4
4,4,4,17,4
4,4,4,6,4
4,4,4,1,4
53,53,51,2,51
51,51,51,2,8
6,6,2,5,2
6,6,3,46,3
6,6,3,24,3
6,6,3,2,3
5,5,5,46,5
5,5,5,53,5
53,53,53,51,53
6,6,2,17,33
6,6,7,17,7
5,5,5,17,5
53,8,53,17,0
5,5,5,17,5
51,51,51,17,51
5,6,5,17,5
53,53,51,17,0
52,53,51,17,52
6,6,6,17,0
53,53,53,17,53
1,1,1,0,1
53,53,0,2,51
53,53,53,17,53
53,53,53,17,53
6,6,7,7,7
53,53,53,5,52
6,6,10,53,3
5,5,5,12,5
5,6,5,2,5
6,54,54,12,54
53,53,53,2,53
4,4,4,5,4
4,4,4,53,4
2,6,2,4,2
53,53,53,1,53
6,6,28,1,28
51,52,51,1,51
52,52,51,1,52
5,5,5,1,5
53,53,53,1,53
52,53,52,1,52
51,52,51,1,51
53,53,53,2,53
6,6,3,53,3
6,6,10,8,10
6,6,10,2,3
4,4,4,2,4
4,4,4,57,4
4,4,4,5,4
53,53,53,5,53
53,53,53,4,53
52,51,52,2,52
5,5,5,7,5
51,51,51,2,30
53,53,53,5,53
1,1,1,2,1
1,1,1,7,1
51,52,51,5,51
53,53,53,17,51
51,52,51,2,51
4,4,4,17,4
53,53,53,2,53
12,12,12,17,12
53,53,53,5,53
52,51,52,59,52
5,5,5,35,5
6,6,2,5,33
4,1,4,4,4
53,53,53,5,53
5,5,5,5,5
53,53,53,2,53
6,6,10,1,3
5,5,5,1,5
5,5,5,1,5
6,6,17,29,17
53,53,53,29,53
53,53,53,29,53
6,4,2,8,5
4,1,4,8,4
6,6,28,8,28
53,53,53,8,8
12,12,12,5,12
4,1,4,35,4
53,53,53,57,53
6,6,7,3,7
6,6,7,59,7
53,53,53,59,53
53,53,53,1,53
51,51,51,1,8
53,53,53,1,53
14,6,14,0,55
51,52,51,5,51
53,53,53,35,53
6,6,6,17,36
51,8,51,4,0
53,53,53,5,53
51,51,51,1,51
51,51,51,9,51
6,6,2,0,33
53,53,8,0,8
53,53,53,0,53
51,51,51,0,51
1,1,1,5,1
53,53,53,2,53
5,5,5,0,5
6,6,3,5,3
5,5,5,2,5
5,5,5,1,5
8,8,53,5,53
6,6,7,1,7
6,6,7,1,24
53,53,53,1,53
8,8,0,1,51
53,53,53,0,53
1,4,1,35,1
1,1,1,1,1
53,53,53,1,53
53,53,53,1,53
0,52,51,5,51
0,0,51,5,51
52,52,53,2,52
51,52,51,1,51
53,53,53,9,52
53,53,53,2,53
53,53,8,6,53
0,52,51,6,51
5,6,5,6,5
5,5,5,62,5
53,53,53,5,53
53,53,53,1,53
53,53,53,5,53
53,53,53,57,53
53,53,53,57,53
53,53,53,2,53
4,1,4,8,4
4,1,4,5,4
4,1,4,5,4
4,1,4,1,4
53,52,53,1,53
53,0,0,5,53
6,6,7,35,7
53,53,53,1,53
5,6,5,1,5
99,0,51,1,0
53,53,53,4,8
99,51,8,5,8
4,4,4,0,1
51,53,51,1,51
51,81,67,5,0
51,81,67,6,0
51,81,67,32,0
12,12,12,5,12
57,53,53,1,53
52,51,52,5,52
53,53,53,27,0
52,51,51,17,52
53,53,53,27,53
6,5,0,5,6
53,53,53,12,53
53,53,53,1,53
4,1,4,61,4
4,1,4,12,4
4,1,4,5,4
5,5,5,5,5
51,51,51,5,0
6,7,7,5,7
1,1,1,4,1
53,51,51,5,51
0,0,0,1,53
53,53,53,1,53
53,0,53,7,53
53,53,53,5,53
53,53,53,12,53
51,52,51,46,51
51,52,51,4,51
53,53,53,7,53
51,52,51,0,51
4,4,4,70,4
53,53,53,5,53
12,12,12,1,12
51,52,51,2,51
53,53,53,0,53
5,5,5,26,5
53,53,53,5,53
53,53,53,5,53
53,53,53,33,53
5,5,5,1,5
53,53,53,1,53
6,6,56,1,56
53,53,53,57,53
52,52,52,1,52
53,53,53,4,53
53,52,53,1,51
51,52,51,4,51
51,51,51,5,57
53,53,53,1,53
6,6,17,5,17
18,18,5,31,5
6,6,28,7,28
51,52,51,12,51
51,51,51,5,8
12,12,12,65,12
51,51,57,2,57
1,1,31,5,31
53,51,57,4,57
51,52,51,35,51
6,6,6,5,35
53,53,53,40,53
99,51,51,1,8
1,1,1,1,1
53,53,53,1,53
4,1,4,1,4
53,0,53,1,53
53,53,53,1,8
6,6,104,1,0
51,52,51,1,51
4,4,4,5,4
53,53,53,12,53
5,6,5,1,5
99,8,0,1,51
4,6,4,4,4
6,6,28,1,28
53,53,53,1,53
53,53,53,1,53
5,5,5,1,5
53,53,53,1,53
53,53,53,1,53
53,53,53,1,53
4,4,4,5,4
4,4,4,2,4
4,4,4,35,4
4,4,4,35,9
6,6,53,35,56
52,52,11,0,52
52,52,53,7,51
5,5,5,5,5
6,6,3,5,3
5,5,5,5,5
53,53,53,1,53
53,53,53,35,53
53,53,53,5,53
53,53,53,1,53
53,53,53,1,53
53,53,53,1,53
4,4,4,1,4
4,4,4,1,9
8,52,51,57,51
52,52,52,1,53
57,57,57,5,51
4,1,4,1,4
5,5,5,0,5
53,53,53,12,53
53,53,53,5,53
53,53,53,1,53
53,53,53,1,53
51,51,51,1,8
1,1,1,17,1
1,1,1,1,1
1,1,1,17,1
53,52,51,2,53
53,53,53,35,53
52,52,52,33,52
53,53,53,32,53
53,53,53,5,53
53,53,53,5,53
53,53,53,5,53
1,1,1,2,1
1,1,1,5,1
53,53,53,2,53
52,52,52,1,52
52,51,51,1,52
6,5,36,5,6
5,5,5,12,5
5,5,5,4,5
53,53,53,6,53
53,53,53,12,53
53,53,53,9,53
53,53,53,9,53
51,51,51,1,30
51,51,51,4,30
4,4,1,4,4
4,4,1,1,4
53,53,53,5,53
4,4,1,1,4
4,4,1,28,4
4,4,1,1,4
5,5,5,1,5
53,53,53,1,53
53,53,53,5,53
53,53,53,0,53
4,1,4,4,4
52,51,51,33,30
6,6,17,5,17
51,51,51,9,8
53,53,53,4,53
51,51,51,20,8
4,1,4,20,4
4,4,4,8,4
12,12,12,0,12
4,6,4,20,4
6,4,2,35,5
52,51,52,5,52
5,5,5,57,18
53,53,57,12,57
6,6,3,5,3
6,6,0,5,6
4,0,4,5,0
6,6,17,4,0
6,6,46,5,46
6,6,6,57,35
5,5,2,57,5
5,5,5,1,29
5,5,5,1,5
6,6,6,35,0
52,51,52,35,52
5,5,2,5,5
12,12,12,5,12
2,5,0,17,6
6,6,54,1,54
5,6,5,8,5
6,6,10,4,10
6,6,0,4,0
12,12,12,5,12
6,6,0,3,6
4,1,4,9,4
6,5,0,5,6
6,5,0,5,6
12,12,12,1,12
6,6,14,0,14
6,5,0,35,6
6,5,6,1,6
52,51,52,1,52
52,51,51,1,52
5,5,5,6,5
6,5,0,33,6
4,1,4,35,4
6,5,6,4,6
52,51,52,12,52
53,53,57,4,57
52,52,51,5,52
5,6,5,4,5
5,5,2,35,20
52,51,51,3,52
4,4,4,1,4
51,51,51,0,52
51,52,51,28,51
51,52,51,5,51
6,4,6,5,38
6,6,7,5,7
6,6,0,1,6
6,7,7,0,7
53,57,57,35,0
5,6,5,5,5
51,51,51,1,0
6,6,6,19,32
52,51,51,19,0
12,12,12,32,12
5,5,5,35,2
5,6,5,5,5
6,6,7,1,7
6,0,72,4,58
6,6,2,5,2
6,4,2,5,5
12,12,12,12,12
6,6,38,1,38
6,7,7,1,7
6,7,7,1,7
5,6,5,5,5
6,6,0,52,6
6,6,2,29,2
1,1,1,1,1
1,1,1,5,1
52,52,52,5,52
6,7,7,5,7
6,6,2,5,2
6,6,2,2,33
1,1,1,4,1
1,1,1,2,1
1,1,1,1,1
6,0,37,1,0
4,4,4,20,4
5,5,5,28,5
5,5,5,12,5
4,4,4,2,4
53,53,53,5,0
6,4,6,4,38
4,1,31,26,31
6,6,2,28,33
51,51,51,12,30
5,6,5,12,5
5,6,5,4,5
5,6,5,4,5
5,6,5,4,5
52,51,51,1,52
5,6,5,1,5
4,4,4,12,4
51,51,57,1,0
4,4,4,2,4
1,1,1,4,1
12,12,12,4,12
52,51,52,28,52
52,51,52,4,52
6,6,0,2,6
5,5,5,9,5
6,6,2,17,2
99,53,51,17,0
5,5,5,35,5
6,6,6,1,0
6,5,0,4,6
6,6,2,33,2
5,5,5,26,5
53,53,53,1,53
5,6,5,1,5
6,7,7,5,7
5,5,5,5,5
4,4,4,5,4
6,6,6,0,35
4,4,4,46,4
6,6,2,1,2
1,4,31,5,31
6,6,2,5,2
5,5,5,28,5
6,6,46,3,46
51,51,51,26,0
6,6,2,26,58
6,6,46,0,46
52,51,52,5,52
51,51,51,5,0
17,6,17,5,17
17,6,17,4,17
17,6,17,1,17
17,6,17,1,17
17,6,17,1,17
6,6,17,17,17
6,6,17,17,17
6,6,17,17,17
17,6,17,17,17
17,6,17,17,17
17,6,17,17,17
6,6,17,17,17
6,6,2,17,2
6,6,17,17,17
6,6,17,17,17
6,7,7,17,7
5,5,5,17,5
53,53,53,17,52
12,12,56,17,17
6,6,2,17,2
12,12,56,17,17
2,2,2,17,2
5,5,5,17,0
99,51,51,17,8
4,4,4,17,4
6,5,0,17,6
1,1,1,17,1
1,1,1,17,1
1,1,1,17,1
1,1,1,17,1
1,1,1,17,1
1,1,1,17,1
1,1,1,0,1
1,1,1,4,1
6,6,2,1,2
52,52,52,1,52
53,53,53,35,8
6,6,2,17,2
6,6,2,17,2
57,51,57,17,52
6,5,35,17,6
5,6,5,35,5
5,5,5,17,5
4,4,4,2,4
53,53,53,56,53
6,6,0,5,0
6,6,7,1,7
6,6,2,1,33
5,6,5,5,5
2,2,2,12,25
6,6,7,27,0
5,5,5,1,33
6,6,17,5,17
6,6,2,27,2
4,4,4,27,4
2,5,2,27,14
4,4,4,27,4
5,5,5,27,5
67,99,59,2,59
52,52,35,0,32
5,5,5,5,5
1,4,31,1,31
4,12,4,1,0
5,5,5,4,5
5,5,5,1,5
2,5,2,0,2
1,1,1,2,1
1,1,1,6,1
1,1,1,5,1
5,5,5,4,5
5,5,5,2,5
5,5,5,5,5
57,8,0,1,8
57,8,0,1,8
57,8,94,1,8
57,57,94,10,8
5,5,5,4,5
52,52,52,5,52
57,57,57,5,60
3,3,10,4,3
0,99,59,17,59
0,99,59,7,59
1,1,1,4,1
1,1,1,35,1
1,1,1,1,1
0,0,0,1,60
5,5,5,1,5
52,52,52,1,52
61,61,61,4,61
4,4,4,24,4
5,5,5,1,5
1,1,1,57,1
99,99,8,12,60
99,99,99,35,60
99,99,99,1,60
99,99,99,1,60
99,99,99,1,60
5,5,2,4,2
2,2,2,5,2
0,40,0,5,40
5,5,5,28,5
2,5,2,5,2
60,99,9,1,9
1,1,1,1,1
5,5,5,1,5
1,1,1,48,1
1,1,1,12,1
1,1,1,0,1
1,1,1,0,1
0,0,0,29,0
52,52,52,10,52
1,1,1,2,1
1,1,1,0,1
1,1,1,4,1
5,5,5,12,5
5,5,5,17,5
6,6,0,35,0
1,1,1,1,1
99,99,17,1,60
3,2,10,6,10
37,5,37,12,37
37,5,2,12,37
0,5,37,62,37
2,4,56,12,62
5,5,5,12,63
1,1,1,5,1
5,5,5,0,5
57,57,57,1,60
57,57,57,5,57
0,5,0,12,0
8,8,8,12,8
5,5,5,65,5
5,5,5,9,5
1,1,1,9,1
1,1,1,9,1
5,5,5,9,5
52,52,35,5,52
1,1,1,4,1
1,1,1,35,1
1,1,1,5,1
4,4,4,9,4
5,5,5,1,5
64,99,0,12,64
2,5,55,3,2
1,1,1,12,1
5,5,5,12,5
2,5,0,1,0
32,32,32,5,32
5,5,5,5,5
1,1,1,1,1
1,1,31,1,31
5,5,5,1,5
0,82,33,1,39
4,4,4,12,4
33,82,25,1,25
5,5,5,17,5
12,12,12,17,12
1,1,1,5,1
61,61,61,5,61
12,12,12,2,56
5,5,5,1,5
5,5,5,5,5
5,5,5,3,5
5,5,5,5,5
4,1,4,5,4
5,5,5,0,5
1,1,1,5,1
1,1,1,1,1
7,7,7,12,7
2,5,2,5,2
5,5,5,5,5
12,12,12,57,12
3,3,46,65,46
4,1,4,65,4
7,7,7,12,7
0,2,0,5,0
2,5,0,17,0
5,5,5,48,5
52,52,9,12,9
1,1,1,12,1
3,5,3,35,3
4,1,4,0,0
0,0,4,2,0
5,5,5,5,5
5,5,5,5,5
33,52,33,2,33
1,1,1,2,1
1,1,1,4,1
1,1,1,5,1
57,57,57,57,57
1,1,1,4,1
4,1,4,12,4
1,1,1,35,1
4,4,4,57,4
2,5,2,12,2
5,5,5,4,5
1,4,1,5,1
5,5,5,8,5
4,4,4,5,4
7,7,7,0,7
12,12,12,12,12
5,5,5,12,5
5,5,5,5,2
65,65,65,5,65
12,5,2,33,0
5,5,5,5,5
4,4,4,12,4
52,52,52,4,35
5,5,5,4,5
0,40,40,4,65
1,1,1,57,1
1,1,1,19,1
1,1,1,19,1
1,1,1,5,1
1,1,1,57,1
1,1,1,2,1
1,1,1,12,1
1,1,1,4,1
5,5,5,12,5
12,12,12,9,12
1,1,1,5,1
1,1,1,5,1
4,1,4,4,4
1,1,1,5,1
1,1,1,5,1
1,1,1,5,1
1,1,1,17,1
1,1,1,15,1
1,1,1,5,1
1,1,1,4,1
5,5,5,35,5
0,5,0,17,0
52,52,52,17,52
52,52,35,17,52
52,52,35,17,35
0,0,59,17,0
7,7,7,17,7
5,5,5,17,5
5,5,5,17,5
7,7,7,17,7
5,5,5,17,5
1,1,1,10,1
52,52,35,5,52
5,5,5,6,5
1,1,1,5,1
1,1,1,57,1
1,1,1,6,1
1,1,1,4,1
1,1,1,3,1
57,57,57,35,57
1,1,1,5,1
5,5,5,5,63
1,1,1,4,1
64,99,8,5,64
12,12,12,1,12
5,5,5,8,5
1,1,1,5,1
1,1,1,12,1
1,1,1,12,1
4,4,4,5,4
1,1,1,24,1
0,1,17,5,17
0,5,0,5,0
52,52,35,12,35
6,5,0,35,36
2,3,2,5,2
57,52,20,35,20
52,52,32,35,66
5,5,5,4,5
5,5,5,5,5
5,5,5,3,5
2,2,2,2,14
1,1,68,5,9
5,5,5,2,5
2,5,2,85,14
1,1,1,35,1
1,1,1,5,1
5,5,5,35,5
12,12,12,32,12
4,4,4,4,4
6,5,0,5,36
6,5,6,4,0
12,12,12,5,12
52,52,52,0,35
4,4,4,5,4
0,0,0,0,67
1,1,1,4,1
6,5,0,2,36
4,4,4,6,4
4,1,4,5,4
1,1,1,5,1
5,5,5,12,5
1,1,1,12,1
28,4,0,5,0
1,1,1,5,1
1,1,1,12,1
1,1,1,5,1
5,5,5,57,5
2,2,2,57,2
0,0,0,0,64
4,4,4,12,4
2,5,2,12,2
33,33,33,17,25
5,5,5,17,5
52,52,33,5,33
52,52,8,5,33
0,0,0,12,0
4,4,4,12,4
39,39,20,5,25
39,39,20,2,25
7,7,7,12,7
8,8,8,5,8
0,0,0,5,56
20,82,33,5,25
52,52,52,10,52
0,5,10,2,10
57,57,57,4,57
12,12,12,38,12
7,7,7,5,7
2,5,2,5,2
2,5,2,10,2
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
4,4,4,4,4
7,7,7,12,7
7,7,7,3,7
57,52,33,12,33
2,5,2,4,2
5,5,5,5,5
57,57,57,5,57
57,57,57,0,57
52,52,33,0,33
1,1,1,0,1
1,1,1,0,1
7,7,7,0,7
52,52,52,0,52
52,52,52,0,52
5,5,5,5,5
5,5,5,5,5
4,4,4,4,4
1,1,1,57,68
57,52,8,5,8
4,4,4,28,4
4,4,4,5,4
5,5,5,10,5
3,3,3,0,3
4,4,4,10,4
5,5,5,4,5
5,5,5,1,5
1,1,1,5,1
2,5,14,5,2
3,0,10,4,0
52,52,8,5,8
1,1,1,65,1
1,1,1,5,1
1,1,1,5,1
54,54,54,5,54
57,57,41,5,0
52,52,35,12,52
4,4,4,12,4
12,12,12,5,12
4,4,4,5,4
5,5,5,10,5
4,12,4,5,0
52,52,52,12,52
3,3,3,5,3
1,1,1,5,1
60,99,0,20,0
28,28,28,10,28
5,5,5,73,5
52,52,52,4,35
2,5,2,24,2
5,5,5,12,5
5,5,5,12,5
1,1,1,5,1
0,0,0,29,0
52,52,35,29,52
5,5,5,5,5
1,1,1,12,1
17,17,56,4,62
17,17,56,5,62
82,82,82,35,52
52,52,35,35,52
5,5,5,5,5
1,1,1,74,1
4,1,4,40,4
5,5,5,12,5
5,5,5,5,5
12,12,12,0,12
1,1,1,5,1
1,4,0,12,1
1,1,1,57,1
5,5,5,5,5
52,52,52,5,52
5,5,5,5,5
1,4,1,35,1
5,5,5,2,5
5,5,5,5,5
5,5,5,33,5
5,5,5,33,5
2,5,2,33,14
4,4,4,4,4
3,5,46,4,46
7,7,7,4,7
1,1,1,29,1
1,1,1,29,1
20,20,25,29,39
28,28,26,5,26
12,12,12,5,12
2,5,2,5,14
5,5,5,5,5
12,12,12,5,12
2,5,14,5,2
28,1,26,4,26
28,1,26,5,26
12,12,12,5,12
12,12,12,57,12
4,4,31,57,31
2,5,14,35,2
2,2,2,5,2
4,1,4,4,4
4,1,4,4,4
4,1,4,3,4
1,1,1,5,1
1,1,1,2,1
12,12,12,3,12
1,1,1,35,1
2,5,2,62,0
4,4,4,35,4
4,4,4,5,4
28,1,26,35,26
4,4,4,35,4
2,5,2,5,14
4,4,4,27,4
17,17,17,5,17
33,52,33,35,33
20,52,33,4,33
17,1,17,5,17
52,52,35,20,52
1,1,1,0,1
4,4,4,2,4
57,57,41,4,60
28,28,26,35,26
1,1,1,5,1
1,1,1,28,1
5,5,5,57,5
5,5,5,4,5
5,5,5,10,5
4,4,4,3,0
3,5,46,35,46
1,1,1,5,1
8,8,0,5,8
7,7,7,5,7
5,5,5,5,5
5,5,5,29,5
28,1,26,29,26
3,5,3,5,3
28,1,26,5,26
28,1,26,52,26
28,1,26,5,26
28,1,26,5,26
1,1,1,5,1
28,1,26,62,26
5,5,5,4,5
52,52,52,35,35
5,5,5,4,5
5,5,5,5,5
4,4,4,5,4
1,1,1,10,1
1,1,1,5,1
1,1,1,5,1
17,17,17,0,17
17,17,17,4,17
17,17,17,3,17
17,17,17,4,17
17,17,17,4,17
17,17,17,5,17
17,17,17,5,17
17,17,17,3,17
17,17,17,5,17
17,17,17,5,17
17,17,17,17,17
17,17,17,5,17
17,17,17,3,17
17,17,17,5,17
17,17,17,0,17
17,17,17,4,17
17,17,17,57,17
17,17,17,10,17
17,17,17,5,17
17,17,17,5,17
17,17,17,4,17
17,17,17,3,17
2,2,2,35,2
17,17,17,2,17
17,17,17,6,17
17,17,17,5,17
17,17,17,0,17
17,17,17,35,17
0,0,0,57,0
4,1,4,5,4
1,1,1,5,1
1,1,1,5,1
52,52,35,5,32
17,17,17,1,17
17,17,17,4,17
8,8,8,4,8
17,17,17,28,17
17,17,17,28,17
52,52,35,5,52
17,17,17,4,17
2,5,2,52,58
0,4,56,5,56
5,5,5,5,5
1,1,1,5,1
1,1,1,5,1
52,52,52,56,35
5,5,5,5,5
12,12,12,5,12
27,27,27,28,27
1,1,1,2,1
5,5,5,5,5
52,52,52,5,11
27,27,27,5,27
27,27,27,5,27
27,27,27,4,27
27,27,27,5,27
27,27,27,5,27
27,27,27,3,27
27,27,27,35,27
27,27,27,5,27
27,27,27,5,27
27,27,27,4,27
27,27,27,4,27
0,5,0,4,0
0,0,0,5,0
5,5,5,35,5
1,1,1,5,1
1,1,1,5,1
52,52,52,5,35
4,4,4,12,0
1,1,1,5,1
0,0,0,5,50
2,2,14,5,69
0,5,6,4,0
2,5,2,5,2
5,5,5,5,5
4,1,4,5,4
2,5,0,5,0
5,5,2,4,5
1,1,1,35,1
1,1,1,5,1
1,1,1,4,1
3,3,3,0,3
4,4,4,35,4
5,5,5,5,5
5,5,5,5,5
4,4,4,5,4
4,4,4,16,4
7,5,44,16,44
4,4,4,16,4
52,52,35,16,32
52,52,35,16,35
2,5,2,16,2
1,1,1,16,1
1,1,1,16,1
1,1,1,16,1
1,1,1,16,1
4,4,4,5,4
24,24,24,57,24
1,1,1,5,1
57,57,57,35,57
12,12,12,5,12
52,52,35,35,42
1,1,1,35,1
1,1,1,5,1
1,1,1,28,1
4,4,4,4,4
5,5,5,2,5
5,5,29,5,5
28,1,28,5,28
5,5,5,5,5
5,5,2,5,2
1,1,1,5,1
1,1,1,5,1
1,1,1,5,68
1,4,1,2,68
57,57,57,35,8
12,12,12,35,12
5,5,0,5,12
0,0,74,4,0
2,2,2,4,2
2,5,2,5,2
5,5,2,5,5
52,52,52,5,35
4,4,31,32,31
3,5,10,5,10
14,2,14,5,14
0,5,0,2,70
2,2,2,2,2
4,4,4,35,4
12,12,12,29,12
12,12,9,29,48
6,5,6,29,6
52,52,35,5,0
52,52,52,5,35
1,1,1,35,1
1,1,1,52,1
0,5,0,28,70
12,12,12,28,12
12,12,12,5,12
12,12,12,5,12
12,12,12,28,12
12,12,12,52,12
5,5,5,5,5
7,7,7,32,7
2,2,2,6,2
0,5,0,28,70
1,1,1,4,1
5,5,2,4,5
12,12,12,4,12
12,12,12,17,12
65,65,0,35,65
17,17,17,35,17
17,17,17,35,17
17,17,17,5,17
17,17,17,4,17
5,5,2,4,5
4,4,4,2,4
52,52,52,5,52
5,5,5,17,5
60,99,16,4,60
1,1,1,5,1
12,12,12,5,12
3,5,3,5,3
12,12,12,28,12
12,12,12,5,12
1,1,1,0,1
5,5,5,5,5
5,5,5,5,5
1,1,1,5,1
1,1,1,35,1
1,1,1,5,1
1,1,1,35,1
12,12,12,52,12
1,1,1,5,1
17,1,17,3,17
17,1,17,5,17
5,5,5,5,5
5,5,5,62,5
2,5,2,5,0
57,57,57,5,8
1,1,1,5,1
5,5,5,17,5
3,5,3,17,3
5,5,5,2,5
5,5,5,2,5
0,99,0,20,57
5,5,5,5,5
1,1,1,5,1
1,1,1,2,1
1,1,1,35,1
1,1,1,5,1
1,1,1,5,1
7,7,7,5,7
1,1,71,5,71
12,12,12,5,12
5,5,5,17,5
5,5,5,5,5
2,3,2,2,2
57,57,57,5,57
1,1,1,5,1
65,0,0,5,0
65,0,0,4,0
12,12,12,4,12
1,1,1,4,1
2,2,2,5,2
1,1,1,5,1
79,13,13,5,45
5,5,5,4,5
4,4,4,4,4
4,4,4,2,4
1,1,1,5,1
2,5,14,28,2
7,7,7,5,7
12,12,12,4,12
8,8,8,3,8
2,5,2,5,2
2,2,2,5,2
12,12,12,5,12
7,7,7,28,7
52,52,35,4,52
0,0,31,5,57
5,5,2,5,5
5,5,5,5,5
5,5,5,17,5
1,1,1,5,1
0,0,0,5,8
3,3,10,5,3
8,8,8,32,8
3,2,10,5,0
7,7,7,0,7
52,52,8,5,8
1,1,1,5,1
4,4,4,4,4
5,5,5,3,5
57,57,57,5,57
4,1,4,5,4
12,12,12,35,12
52,52,35,5,52
1,1,1,5,1
57,57,57,5,57
1,1,1,5,1
2,5,2,5,2
2,5,2,5,2
12,12,12,5,12
4,4,4,5,4
5,5,5,5,5
0,0,0,5,52
5,5,5,35,5
12,12,12,35,12
12,12,12,8,12
2,2,87,4,2
12,12,12,3,12
0,0,0,35,8
5,5,5,3,5
2,5,2,35,2
5,5,5,52,5
57,57,41,3,60
1,1,1,2,1
1,1,1,0,1
5,5,5,52,5
12,12,12,52,12
4,4,4,32,4
4,4,4,35,4
4,4,4,52,4
57,57,57,5,57
17,17,17,0,62
17,17,17,3,62
2,3,2,14,2
7,7,7,2,7
5,5,5,3,5
57,57,57,3,57
2,5,2,4,14
12,12,12,25,12
4,4,4,4,4
0,0,12,3,12
0,0,0,61,0
5,5,5,57,5
5,5,5,52,5
4,4,4,2,4
5,5,5,4,5
6,5,0,4,6
5,5,5,62,5
5,5,5,57,5
17,1,17,4,17
0,0,0,4,8
0,0,0,3,0
5,5,5,32,5
4,4,4,4,4
52,52,52,57,52
17,17,17,52,17
17,17,17,53,17
17,17,17,4,17
17,17,17,0,17
17,17,17,35,17
17,17,17,52,17
17,17,17,53,17
17,17,17,4,17
17,17,17,17,17
17,17,17,4,17
17,17,17,57,17
17,17,17,4,17
17,17,17,4,17
17,17,17,4,17
17,17,17,4,17
17,17,17,10,17
17,17,17,2,17
3,6,10,17,10
5,5,5,17,5
12,12,12,0,26
6,6,0,4,0
4,4,31,35,31
5,5,2,4,5
1,1,1,57,1
1,1,1,82,1
1,1,1,35,1
57,57,57,3,57
6,5,6,10,0
4,4,4,82,4
0,8,8,3,8
3,3,3,4,3
52,52,52,35,52
5,5,5,35,5
5,5,5,32,5
4,1,4,4,4
1,1,1,52,1
5,5,5,60,5
1,1,0,52,0
52,52,32,20,42
6,5,6,4,6
0,17,0,52,6
6,5,6,4,6
5,5,5,4,5
12,12,12,0,12
1,1,1,3,1
12,12,12,12,12
5,5,2,0,5
1,1,1,17,1
2,3,2,17,2
2,2,2,57,2
27,27,27,3,27
2,3,2,20,2
24,24,24,32,0
1,1,1,4,1
5,5,5,4,2
1,4,1,4,1
5,5,5,24,5
5,5,5,24,5
12,12,12,4,12
1,1,1,17,1
52,52,52,57,52
5,5,5,3,5
52,52,35,57,52
52,52,52,57,52
4,4,4,28,4
52,52,52,3,23
5,5,5,28,2
5,5,5,6,5
3,3,3,6,3
0,5,0,6,0
2,5,2,2,2
8,8,8,2,8
5,5,5,12,5
3,3,10,65,3
3,5,3,3,3
52,52,35,47,52
5,5,5,28,5
7,7,7,3,7
52,52,32,57,32
52,52,52,10,52
4,4,4,85,4
5,5,5,85,5
4,1,4,85,4
5,5,5,85,5
0,0,0,85,12
1,1,1,85,1
5,5,5,85,5
0,0,0,85,57
52,52,35,3,35
1,1,1,10,1
4,4,4,0,4
2,2,72,3,72
0,5,6,52,0
5,5,5,3,5
5,5,5,10,5
12,12,12,85,12
52,52,52,85,35
12,12,12,10,12
52,57,32,10,32
5,5,5,57,5
0,5,0,10,3
12,12,12,10,12
5,5,2,85,5
2,3,2,10,2
1,1,1,57,1
57,57,57,85,57
57,57,57,6,57
57,57,57,0,57
12,12,26,53,12
12,12,12,70,12
4,4,4,0,4
4,4,4,3,4
5,5,5,73,5
52,52,52,3,35
1,1,1,61,1
1,1,1,2,1
1,1,1,0,1
1,1,1,85,1
5,5,5,10,5
12,12,12,0,12
12,12,12,53,12
52,52,82,3,32
5,5,5,0,5
5,5,5,0,5
12,12,12,3,12
5,5,5,17,5
5,5,5,2,5
5,5,5,8,5
3,6,3,57,3
14,2,14,3,14
4,4,4,85,4
8,8,8,85,8
38,38,38,57,38
5,5,5,57,5
2,5,2,15,2
5,5,5,15,5
1,1,1,3,1
3,5,10,82,10
5,5,5,33,5
5,5,5,56,5
5,5,5,3,5
4,4,4,32,4
12,12,12,57,12
3,3,3,82,3
12,12,12,57,12
1,1,1,74,1
1,1,1,8,1
4,4,4,12,4
5,5,5,0,5
5,5,5,52,5
0,0,0,8,0
0,0,0,32,0
0,0,0,2,0
0,0,0,32,0
0,0,0,57,0
0,0,0,2,0
0,0,0,65,0
0,0,0,9,0
5,5,5,52,5
5,5,5,57,5
4,4,4,24,4
57,57,57,73,57
1,1,1,32,1
5,5,5,62,5
28,28,28,62,28
1,1,1,62,1
5,5,5,62,5
52,52,52,28,35
52,52,52,53,35
3,5,10,60,3
28,0,28,8,28
2,5,2,10,2
3,5,10,62,10
4,1,4,0,4
0,0,9,67,48
5,5,5,67,5
5,5,5,67,5
4,1,4,67,4
52,52,52,9,21
5,5,5,67,5
